,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,iralaya,15.0,-83.2333,79.66,85,100,5.99,HN,1634784239
285,kirkwood,38.5834,-90.4068,71.19,82,75,1.01,US,1634784222
286,laguna,38.421,-121.4238,68.5,52,90,1.01,US,1634784239
287,takoradi,4.8845,-1.7554,76.37,91,99,8.32,GH,1634784240
288,sao joao da barra,-21.6403,-41.0511,64.08,93,100,12.8,BR,1634784240
289,henties bay,-22.116,14.2845,56.73,93,89,3.96,NA,1634784240
290,san cristobal,7.7669,-72.225,69.98,92,47,2.1,VE,1634784241
291,kampong chhnang,12.1667,104.55,81.1,78,100,2.48,KH,1634784241
292,yulara,-25.2406,130.9889,85.84,19,0,6.91,AU,1634784241
293,gonbad-e qabus,37.25,55.1672,58.15,67,100,8.68,IR,1634784242
294,ihosy,-22.4,46.1167,65.77,88,96,3.58,MG,1634784242
295,patrocinio,-18.9439,-46.9925,64.72,92,89,3.62,BR,1634784243
296,vestmanna,62.1564,-7.1664,40.12,75,75,26.46,FO,1634784243
297,brae,60.3964,-1.353,40.91,61,92,34.05,GB,1634784243
298,sinnamary,5.3833,-52.95,79.77,81,90,10.2,GF,1634784243
299,kangasala,61.4638,24.076,52.34,92,100,12.12,FI,1634784244
300,moron,-34.6534,-58.6198,66.96,84,1,6.11,AR,1634784244
301,teyateyaneng,-29.1472,27.7489,51.75,44,80,3.38,LS,1634784244
302,beloha,-25.1667,45.05,67.26,90,91,11.56,MG,1634784245
303,nome,64.5011,-165.4064,35.67,87,90,12.66,US,1634784227
304,morrope,-6.5417,-80.0111,64.8,82,51,13.2,PE,1634784245
305,komsomolskiy,40.4272,71.7189,56.12,41,60,6.91,UZ,1634784245
306,itarema,-2.9248,-39.9167,78.73,83,100,7.11,BR,1634784246
307,manono,-7.3,27.4167,71.2,86,100,3.04,CD,1634784246
308,nabire,-3.3667,135.4833,85.37,69,59,4.36,ID,1634784246
309,alugan,12.2188,125.4808,82.62,81,100,4.56,PH,1634784247
310,bayir,37.2687,28.2167,46.92,59,2,2.48,TR,1634784247
311,manicore,-5.8092,-61.3003,79.88,73,92,1.28,BR,1634784248
312,chernyanka,50.9409,37.8069,48.06,66,100,19.86,RU,1634784248
313,rassvet,46.8333,40.75,33.71,75,51,2.24,RU,1634784248
314,keti bandar,24.1447,67.4497,79.74,62,0,10.65,PK,1634784249
315,faya,18.3851,42.4509,57.72,32,75,5.91,SA,1634784249
316,ola,59.5833,151.2833,19.08,29,4,2.48,RU,1634784249
317,winslow,35.0242,-110.6974,57.96,37,1,5.75,US,1634784250
318,ilulissat,69.2167,-51.1,24.82,74,100,2.3,GL,1634784250
319,souillac,-20.5167,57.5167,73.36,94,40,8.05,MU,1634784250
320,havelock,34.8791,-76.9013,71.58,88,0,5.03,US,1634784251
321,tortoli,39.9256,9.6572,58.98,70,14,5.23,IT,1634784251
322,coahuayana,18.7333,-103.6833,79.09,91,23,2.44,MX,1634784251
323,werda,-25.2667,23.2833,66.07,50,100,11.45,BW,1634784252
324,beringovskiy,63.05,179.3167,18.43,77,76,4.18,RU,1634784252
325,sur,22.5667,59.5289,78.4,65,52,9.75,OM,1634784252
326,ahuimanu,21.4447,-157.8378,83.91,56,1,9.22,US,1634784253
327,manokwari,-0.8667,134.0833,85.15,66,51,8.3,ID,1634784253
328,menzelinsk,55.7271,53.1026,33.04,92,22,6.04,RU,1634784253
329,ostrovnoy,68.0531,39.5131,30.58,91,100,17.31,RU,1634784254
330,avera,33.194,-82.5271,64.71,59,81,4.74,US,1634784193
331,santa rosa,14.3122,121.1114,90.1,71,97,3.38,PH,1634784254
332,tiznit,29.5833,-9.5,70.32,29,33,3.38,MA,1634784255
333,gameleira,-8.5844,-35.3867,72.88,92,29,2.35,BR,1634784255
334,nyahururu,0.0421,36.3673,53.4,87,99,4.21,KE,1634784255
335,finschhafen,-6.6024,147.8681,85.84,68,74,6.73,PG,1634784256
336,bjornevatn,69.6672,29.9847,31.62,80,0,18.41,NO,1634784256
337,zarubino,42.63,131.0922,46.45,42,0,2.86,RU,1634784256
338,fernie,49.5,-115.0687,48.29,96,93,5.55,CA,1634784257
339,batagay-alyta,67.8006,130.4114,15.85,81,97,2.82,RU,1634784257
340,hammerfest,70.6634,23.6821,30.65,74,75,21.85,NO,1634784258
341,mehamn,71.0357,27.8492,34.3,69,100,25.75,NO,1634784258
342,paka,4.6374,103.4368,78.73,94,40,0.0,MY,1634784258
343,padang,-0.9492,100.3543,82.45,76,93,2.64,ID,1634784259
344,bonanza,14.0289,-84.591,71.91,99,95,1.45,NI,1634784259
345,harrisonville,38.6533,-94.3488,57.58,65,1,3.44,US,1634784259
346,flinders,-34.5833,150.8552,74.21,64,15,5.01,AU,1634784260
347,provideniya,64.3833,-173.3,24.91,80,75,4.47,RU,1634784260
348,lobito,-12.3481,13.5456,74.28,84,100,8.16,AO,1634784260
349,booue,-0.0921,11.9385,71.55,99,100,0.92,GA,1634784261
350,anchorage,61.2181,-149.9003,42.75,88,90,3.0,US,1634784261
351,saldanha,-33.0117,17.9442,59.05,91,75,16.22,ZA,1634784261
352,vung tau,10.346,107.0843,82.99,78,100,8.75,VN,1634784262
353,izumo,35.3667,132.7667,62.55,59,75,4.61,JP,1634784262
354,apiai,-24.5094,-48.8425,51.48,99,99,2.24,BR,1634784262
355,egvekinot,66.3167,-179.1667,20.73,89,98,4.59,RU,1634784263
356,la crosse,43.8014,-91.2396,64.53,93,90,3.44,US,1634784094
357,akdepe,42.0551,59.3788,44.69,57,8,10.87,TM,1634784263
358,hisor,38.525,68.5512,51.55,14,100,2.08,TJ,1634784264
359,kanye,-24.9667,25.3327,56.26,65,78,10.16,BW,1634784264
360,srednekolymsk,67.45,153.6833,3.56,86,53,1.9,RU,1634784265
361,aviles,43.5547,-5.9248,62.73,68,20,10.0,ES,1634784265
362,tilichiki,60.4667,166.1,14.09,74,100,9.17,RU,1634784265
363,isangel,-19.55,169.2667,75.31,100,90,8.05,VU,1634784266
364,ipixuna,-1.7625,-48.8043,78.75,94,26,3.94,BR,1634784266
365,shakawe,-18.3667,21.85,69.84,60,100,2.62,BW,1634784266
366,teguise,29.0605,-13.564,66.42,83,0,9.22,ES,1634784266
367,sayansk,54.1088,102.1648,40.5,58,0,11.05,RU,1634784267
368,prince rupert,54.3161,-130.3201,49.69,90,75,9.22,CA,1634784267
369,namibe,-15.1961,12.1522,64.78,88,58,6.13,AO,1634784268
370,mamallapuram,12.6264,80.1722,84.25,71,78,5.08,IN,1634784268
371,jumla,29.2747,82.1838,60.78,72,1,1.92,NP,1634784268
372,kajaani,64.2273,27.7285,35.65,100,90,6.91,FI,1634784269
373,san pedro,14.35,121.0167,89.35,70,75,3.44,PH,1634784269
374,kuna,43.4918,-116.4201,61.36,47,1,1.01,US,1634784269
375,labuhan,-6.8844,112.2051,87.75,61,100,1.79,ID,1634784269
376,charleston,32.7766,-79.9309,63.01,87,1,0.0,US,1634784189
377,nuuk,64.1835,-51.7216,29.01,93,20,10.36,GL,1634784270
378,nesbyen,60.5681,9.1027,43.88,80,65,1.99,NO,1634784270
379,huarmey,-10.0681,-78.1522,63.97,87,96,9.93,PE,1634784271
380,mangrol,21.1167,70.1167,78.22,63,41,5.66,IN,1634784271
381,hithadhoo,-0.6,73.0833,82.02,73,100,9.33,MV,1634784271
382,buraydah,26.326,43.975,70.25,34,0,9.01,SA,1634784272
383,kamaishi,39.2667,141.8833,50.95,48,25,14.94,JP,1634784272
384,bambanglipuro,-7.95,110.2833,86.31,65,67,10.69,ID,1634784272
385,baruun-urt,46.6806,113.2792,39.81,44,0,8.61,MN,1634784273
386,margate,51.3813,1.3862,50.7,83,100,10.0,GB,1634784273
387,sioux lookout,50.1001,-91.917,32.38,74,20,4.61,CA,1634784181
388,viedma,-40.8135,-62.9967,59.52,71,0,14.67,AR,1634784273
389,nantucket,41.2835,-70.0995,64.96,89,1,5.75,US,1634784120
390,zhangye,38.9342,100.4517,52.75,25,1,2.26,CN,1634784274
391,uchana,29.4667,76.1667,76.41,28,0,5.46,IN,1634784274
392,bethel,41.3712,-73.414,66.65,75,90,0.0,US,1634784001
393,kapuskasing,49.4169,-82.4331,33.8,69,90,5.75,CA,1634784062
394,dzilam gonzalez,21.2833,-88.9333,73.54,96,90,5.17,MX,1634784275
395,bollnas,61.3482,16.3946,46.38,89,50,11.14,SE,1634784275
396,marks,51.7111,46.7486,36.45,72,100,13.2,RU,1634784275
397,meulaboh,4.1363,96.1285,76.8,84,100,3.94,ID,1634784276
398,faanui,-16.4833,-151.75,79.54,76,6,7.76,PF,1634784276
399,san vicente,-26.6167,-54.1333,55.99,80,32,2.59,AR,1634784276
400,mamanguape,-6.8386,-35.1261,79.12,88,75,1.36,BR,1634784277
401,barra dos coqueiros,-10.9089,-37.0386,78.82,89,75,9.22,BR,1634784277
402,cobija,-11.0267,-68.7692,78.69,63,90,2.08,BO,1634784277
403,tomatlan,19.9333,-105.25,77.04,94,6,1.36,MX,1634784278
404,doha,25.2867,51.5333,84.18,65,0,10.36,QA,1634784278
405,owando,-0.4819,15.8999,68.23,99,100,2.73,CG,1634784278
406,vangaindrano,-23.35,47.6,70.57,91,98,5.37,MG,1634784278
407,port hardy,50.6996,-127.4199,51.98,82,75,4.61,CA,1634784279
408,haines junction,60.7522,-137.5108,31.95,100,64,0.0,CA,1634784279
409,verkhozim,52.7122,45.418,33.85,93,100,16.35,RU,1634784279
410,zawiercie,50.4877,19.4168,54.45,89,94,10.0,PL,1634784280
411,mulanje,-16.0316,35.5,63.45,92,88,5.75,MW,1634784280
412,bialystok,53.1333,23.15,54.19,69,100,4.0,PL,1634784117
413,pimentel,-6.8367,-79.9342,63.81,88,78,10.89,PE,1634784280
414,ahipara,-35.1667,173.1667,61.83,96,100,6.76,NZ,1634784281
415,luganville,-15.5333,167.1667,83.53,76,99,11.81,VU,1634784281
416,miles city,46.4083,-105.8406,41.5,70,1,8.05,US,1634784281
417,dingle,10.9995,122.6711,86.11,72,78,6.08,PH,1634784282
418,upata,8.0086,-62.3989,76.19,94,38,3.6,VE,1634784282
419,nelson bay,-32.7167,152.15,72.68,72,28,3.0,AU,1634784282
420,tabas,33.5959,56.9244,63.84,41,49,9.95,IR,1634784283
421,xinmin,41.9908,122.8253,53.85,37,20,1.74,CN,1634784283
422,carhuamayo,-10.9167,-76.0333,36.45,95,47,1.72,PE,1634784283
423,luwuk,-0.9516,122.7875,87.67,61,30,4.12,ID,1634784284
424,biryukove,47.9563,39.7384,34.11,85,100,11.48,UA,1634784284
425,dhidhdhoo,6.8833,73.1,81.75,77,100,9.78,MV,1634784284
426,hervey bay,-25.2986,152.8535,83.03,69,53,12.93,AU,1634784285
427,chokurdakh,70.6333,147.9167,-12.39,94,82,2.82,RU,1634784142
428,senador pompeu,-5.5881,-39.3717,79.38,64,80,7.56,BR,1634784285
429,zhigansk,66.7697,123.3711,25.39,91,100,17.25,RU,1634784285
430,vilcun,-38.65,-72.2333,50.74,93,100,1.28,CL,1634784286
431,okhotsk,59.3833,143.3,18.3,54,96,8.08,RU,1634784286
432,mosquera,4.7059,-74.2302,53.69,94,75,9.22,CO,1634784143
433,walvis bay,-22.9575,14.5053,59.95,77,92,4.61,NA,1634784286
434,hay river,60.8156,-115.7999,40.98,65,20,5.75,CA,1634784287
435,pecos,31.4229,-103.4932,80.31,28,1,6.91,US,1634784287
436,hualmay,-11.0964,-77.6139,63.14,87,92,10.09,PE,1634784287
437,balotra,25.8333,72.2333,78.89,47,0,7.7,IN,1634784288
438,mahebourg,-20.4081,57.7,73.26,94,40,8.05,MU,1634784288
439,atamanovka,51.93,113.63,37.83,63,22,3.85,RU,1634784288
440,khagaria,25.5,86.4833,78.03,76,21,10.29,IN,1634784289
441,general roca,-39.0333,-67.5833,72.63,33,47,20.6,AR,1634784289
442,lamu,-2.2717,40.902,77.22,80,62,12.59,KE,1634784289
443,sorland,67.667,12.6934,32.07,97,100,17.56,NO,1634784290
444,adrar,20.5022,-10.0711,72.73,26,4,10.29,MR,1634784290
445,lazaro cardenas,17.9583,-102.2,80.08,83,78,2.21,MX,1634784290
446,alice springs,-23.7,133.8833,87.35,19,0,11.5,AU,1634784291
447,linxia,35.6003,103.2064,46.08,61,61,1.68,CN,1634784291
448,bac lieu,9.285,105.7244,80.92,79,100,3.47,VN,1634784291
449,belfast,54.5833,-5.9333,47.37,71,20,6.91,GB,1634784027
450,iqaluit,63.7506,-68.5145,29.93,86,90,3.0,CA,1634784292
451,siedlce,52.1677,22.2901,54.57,61,98,16.93,PL,1634784083
452,cumana,10.4635,-64.1775,82.49,77,3,9.62,VE,1634784292
453,superior,46.7208,-92.1041,46.29,87,90,11.5,US,1634784292
454,taksimo,56.3444,114.8794,36.66,60,82,3.91,RU,1634784293
455,olafsvik,64.8945,-23.7142,43.52,80,87,23.44,IS,1634784293
456,pelym,61.0108,61.9978,28.47,80,13,3.67,RU,1634784293
457,kaeo,-35.1,173.7833,61.32,97,100,8.93,NZ,1634784294
458,peniche,39.3558,-9.3811,66.61,94,46,10.65,PT,1634784294
459,ndele,8.4109,20.6473,69.98,97,100,3.83,CF,1634784294
460,sinjar,36.3209,41.8754,63.72,30,1,3.38,IQ,1634784295
461,los llanos de aridane,28.6585,-17.9182,67.75,78,0,11.5,ES,1634784295
462,hailar,49.2,119.7,35.01,65,8,5.93,CN,1634784295
463,sovetskiy,61.3614,63.5842,28.54,85,20,4.61,RU,1634784295
464,luena,-11.7833,19.9167,60.8,98,81,2.24,AO,1634784296
465,trelew,-43.249,-65.3051,69.73,33,94,0.45,AR,1634784296
466,koupela,12.1794,-0.3517,80.02,64,78,6.93,BF,1634784296
467,moose factory,51.2585,-80.6094,35.6,75,90,3.44,CA,1634784297
468,fougamou,-1.2154,10.5838,73.38,99,100,0.47,GA,1634784297
469,mizdah,31.4451,12.9801,60.85,96,77,9.08,LY,1634784297
470,zaltan,32.947,11.8665,69.49,72,0,11.54,LY,1634784298
471,klaksvik,62.2266,-6.589,41.92,67,97,30.29,FO,1634784298
472,heihe,50.2441,127.4902,41.58,39,100,7.52,CN,1634784298
473,marienburg,54.0359,19.0266,61.05,72,100,14.81,PL,1634784299
474,tommot,58.9564,126.2925,33.93,86,100,8.86,RU,1634784299
475,isabela,6.7085,121.9711,84.25,68,85,6.24,PH,1634784299
476,jiuquan,39.7432,98.5174,48.61,21,8,2.37,CN,1634784299
477,vostok,46.4856,135.8833,33.3,44,0,5.48,RU,1634784300
478,sinop,41.7711,34.8709,43.36,79,0,9.64,TR,1634784300
479,onalaska,43.8844,-91.2351,63.07,93,90,3.44,US,1634784300
480,road town,18.4167,-64.6167,82.2,77,72,12.62,VG,1634784020
481,marsa matruh,31.3525,27.2453,67.93,65,1,9.57,EG,1634784301
482,buala,-8.145,159.5921,85.03,70,47,4.56,SB,1634784302
483,payakumbuh,-0.2202,100.6308,81.07,74,56,1.83,ID,1634784303
484,duzce,40.8389,31.1639,50.74,71,0,5.1,TR,1634784020
485,elat,29.5581,34.9482,68.18,77,8,9.53,IL,1634784304
486,pudozh,61.8099,36.5345,35.15,98,100,5.64,RU,1634784304
487,manzhouli,49.6,117.4333,37.8,56,0,8.28,CN,1634784305
488,constitucion,-35.3333,-72.4167,50.22,90,76,4.76,CL,1634784020
489,bathsheba,13.2167,-59.5167,83.01,74,40,28.77,BB,1634784306
490,sembe,1.6481,14.5806,69.73,100,100,1.92,CG,1634784306
491,mount gambier,-37.8333,140.7667,67.91,64,40,14.97,AU,1634784307
492,san bartolome,27.9248,-15.5733,61.66,90,20,19.57,ES,1634784308
493,calvinia,-31.4707,19.776,62.13,70,7,7.9,ZA,1634784308
494,leh,34.1667,77.5833,42.3,38,0,3.29,IN,1634784309
495,worcester,42.3334,-71.8328,61.52,76,94,1.01,US,1634784309
496,muli,2.9167,73.5667,82.26,71,58,10.92,MV,1634784310
497,killarney,52.05,-9.5167,45.01,88,100,9.84,IE,1634784310
498,nyurba,63.2842,118.3319,34.79,98,100,9.44,RU,1634784310
499,mikuni,36.2171,136.1519,58.91,64,94,8.43,JP,1634784311
500,trairi,-3.2778,-39.2689,78.94,81,100,7.29,BR,1634784235
501,ithaca,42.4406,-76.4966,59.41,92,75,3.44,US,1634784129
502,magdagachi,53.45,125.8,41.88,45,3,10.33,RU,1634784311
503,gwanda,-20.9333,29.0,56.62,76,2,5.37,ZW,1634784312
504,jasper,37.2001,-94.3502,60.85,92,1,5.75,US,1634784312
505,cayenne,4.9333,-52.3333,83.08,81,20,3.0,GF,1634784306
506,tomohon,1.3346,124.8392,79.74,74,79,2.59,ID,1634784312
507,nemuro,43.3236,145.575,48.63,64,100,14.79,JP,1634784313
508,chapais,49.7834,-74.8492,38.98,96,100,7.54,CA,1634784313
509,leshukonskoye,64.8989,45.7622,29.84,75,100,14.18,RU,1634784314
510,matamoros,25.5333,-103.25,78.03,37,0,7.83,MX,1634784314
511,djibo,14.1022,-1.6306,85.26,48,90,7.11,BF,1634784314
512,quatre cocos,-20.2078,57.7625,73.09,76,8,9.71,MU,1634784315
513,aksu,41.1231,80.2644,56.46,24,46,2.42,CN,1634784315
514,liberal,37.0431,-100.921,56.43,54,1,3.44,US,1634784315
515,port keats,-14.25,129.55,91.92,54,54,14.54,AU,1634784205
516,kilindoni,-7.9139,39.6668,77.14,75,34,9.86,TZ,1634784316
517,rampura,30.25,75.2333,77.5,17,0,4.88,IN,1634784317
518,ayan,56.45,138.1667,40.24,53,97,6.73,RU,1634784317
519,magadan,59.5667,150.8,18.88,34,12,2.75,RU,1634784317
520,byron bay,-28.65,153.6167,71.87,81,39,4.63,AU,1634784318
521,rio grande,-32.035,-52.0986,55.94,69,10,10.56,BR,1634784146
522,jaruco,23.0431,-82.0108,76.33,83,100,11.97,CU,1634784318
523,agadez,19.75,10.25,77.13,17,41,9.82,NE,1634784319
524,riyadh,24.6877,46.7219,68.14,35,0,5.48,SA,1634784134
525,luang prabang,19.8856,102.1347,78.76,89,75,0.0,LA,1634784319
526,auki,-8.7676,160.7034,85.08,72,53,4.85,SB,1634784319
527,ternate,0.8,127.4,84.65,69,51,4.74,ID,1634784320
528,vanavara,60.34,102.2797,39.43,72,96,7.63,RU,1634784320
529,payo,-3.7508,103.6372,86.4,67,52,1.99,ID,1634784320
530,agirish,61.9247,63.0231,28.15,86,10,4.34,RU,1634784321
531,zhangjiakou,40.81,114.8794,47.07,24,0,9.01,CN,1634784321
532,aguimes,27.9054,-15.4461,69.01,79,20,19.57,ES,1634784321
533,vila do maio,15.1333,-23.2167,83.19,75,12,16.82,CV,1634784322
534,nicoya,10.1483,-85.452,72.95,93,99,1.57,CR,1634784322
535,port said,31.2565,32.2841,73.15,56,15,8.43,EG,1634784322
536,zaysan,47.4667,84.8667,54.68,26,67,2.33,KZ,1634784323
537,tumut,-35.3,148.2167,68.99,54,100,6.71,AU,1634784323
538,ketchikan,55.3422,-131.6461,50.47,87,90,12.66,US,1634784323
539,sharjah,25.3573,55.4033,83.25,83,2,4.61,AE,1634784041
540,shubarkuduk,49.1447,56.4872,31.84,82,42,13.42,KZ,1634784324
541,iguape,-24.7081,-47.5553,64.89,79,100,10.47,BR,1634784072
542,evensk,61.95,159.2333,13.35,67,49,7.52,RU,1634784324
543,rundu,-17.9333,19.7667,69.58,72,100,0.78,NA,1634784325
544,tocopilla,-22.092,-70.1979,63.05,65,50,6.98,CL,1634784325
545,sambava,-14.2667,50.1667,69.19,84,35,5.97,MG,1634784325
546,muros,42.7762,-9.0603,60.24,95,86,5.23,ES,1634784326
547,myitkyina,25.3833,97.4,75.36,98,100,0.6,MM,1634784326
548,nizwa,22.9333,57.5333,75.0,58,52,0.83,OM,1634784326
549,yenotayevka,47.2456,47.0281,37.67,71,96,8.66,RU,1634784327
550,fairbanks,64.8378,-147.7164,37.4,67,40,0.0,US,1634784144
551,godhra,22.75,73.6333,72.3,52,0,1.25,IN,1634784327
552,lima,-12.0432,-77.0282,62.91,81,40,14.97,PE,1634784179
553,bom despacho,-19.7364,-45.2522,60.35,88,42,9.44,BR,1634784328
554,baykit,61.67,96.37,38.21,82,100,3.91,RU,1634784328
555,talaya,61.3833,152.75,-3.33,80,17,1.61,RU,1634784329
556,bonthe,7.5264,-12.505,78.26,87,100,7.63,SL,1634784329
557,kuito,-12.3833,16.9333,59.13,98,99,3.8,AO,1634784329
558,mogadishu,2.0371,45.3438,78.57,81,100,13.6,SO,1634784330
559,oranjestad,12.524,-70.027,84.15,74,20,11.5,AW,1634784330
560,stornoway,58.2093,-6.3865,42.76,75,75,14.97,GB,1634784331
561,cape canaveral,28.4058,-80.6048,78.98,68,40,8.05,US,1634784331
562,la ronge,55.1001,-105.2842,41.25,52,1,11.5,CA,1634784332
563,rio claro,-22.4114,-47.5614,62.78,88,12,7.27,BR,1634784063
564,entre rios,-11.9419,-38.0844,70.88,97,10,3.42,BR,1634784332
565,sundargarh,22.1167,84.0333,77.99,64,27,1.39,IN,1634784332
566,leningradskiy,69.3833,178.4167,25.83,96,100,16.11,RU,1634784333
567,berlevag,70.8578,29.0864,34.43,74,100,27.31,NO,1634784333
568,magistralnyy,56.1725,107.4458,37.8,79,29,5.41,RU,1634784333
569,marsh harbour,26.5412,-77.0636,80.01,57,97,15.79,BS,1634784334
570,kon tum,14.35,108.0,82.4,68,55,1.77,VN,1634784334
571,tuy hoa,13.0833,109.3,83.26,75,100,1.9,VN,1634784334
572,bertoua,4.5833,13.6833,66.97,99,100,1.54,CM,1634784335
